通稱,name,scientificName,chineseName,attribute,described,distribution
臺灣蚊子草,Filipendula kiraishiensis,,,,,
尖穗飄拂草;披針穗飄拂草,Fimbristylis acuminata,,,,,
小畦畔飄拂草,Fimbristylis aestivalis var. aestivalis,,,,,
牧野氏飄拂草,Fimbristylis aestivalis var. esquarrosa,,,,,
大畦畔飄拂草;複序飄拂草,Fimbristylis bisumbellata,,,,,
野飄拂草;扁鞘飄拂草,Fimbristylis complanata,,,,,
乾溝飄拂草;黑果飄拂草;佛焰苞飄拂草,Fimbristylis cymosa,,,,,
竹子飄拂草;兩歧飄拂草,Fimbristylis dichotoma,,,,,
紫穗飄拂草;知風飄拂草;褐鱗飄拂草,Fimbristylis eragrostis,,,,,
安平飄拂草,Fimbristylis ferruginea var. anpinensis,,,,,
彭佳嶼飄拂草,Fimbristylis ferruginea var. ferruginea,,,,,
水虱草;日照飄拂草;木虱草;旱草;風篦草,Fimbristylis littoralis,,,,,
小泉氏飄拂草,Fimbristylis littoralis var. koidzumiana,,,,,
木虱草;日照飄拂草;風篦草,Fimbristylis littoralis var. littoralis,,,,,
土城飄拂草,Fimbristylis macassarensis,,,,,
臺北飄拂草,Fimbristylis microcarya var. microcarya,,,,,
臺南飄拂草,Fimbristylis microcarya var. tainanensis,,,,,
四稜飄拂草;水蝨草;五稜稈飄拂草,Fimbristylis miliacea,,,,,
點頭飄拂草;垂穗飄拂草,Fimbristylis nutans,,,,,
卵形飄拂草,Fimbristylis ovata,,,,,
高雄飄拂草;?葉飄拂草,Fimbristylis polytrichoides,,,,,
嘉義飄拂草;少穗飄拂草,Fimbristylis schoenoides,,,,,
黃色飄拂草;絹毛飄拂草,Fimbristylis sericea,,,,,
白穗飄拂草,Fimbristylis shimadana,,,,,
大屯山飄拂草;畦畔飄拂草,Fimbristylis squarrosa,,,,,
知本飄拂草,Fimbristylis subinclinata,,,,,
四方型飄拂草;四棱飄拂草,Fimbristylis tetragona,,,,,
鬼野飄拂草;西南飄拂草,Fimbristylis thomsonii,,,,,
絨毛飄拂草,Fimbristylis tomentosa,,,,,
水蔥;山藺;雙穗飄拂草,Fimbristylis tristachya var. subbispicata,,,,,
繖形飄拂草;球穗飄拂草,Fimbristylis umbellaris,,,,,
梧桐,Firmiana simplex,,,,,
裏白瓜馥木,Fissistigma glaucescens,,,,,
長葉瓜馥木,Fissistigma hypoglaucum,,,,,
瓜馥木,Fissistigma oldhamii,,,,,
紅網紋草,Fittonia verschaffeltii,,,,,
白網紋草,Fittonia verschaffeltii var. argyroneura,,,,,
羅比梅,Flacourtia inermis,,,,,
羅旦梅,Flacourtia jangomas,,,,,
羅庚果,Flacourtia rukam,,,,,
印度鞭藤;角仔藤;蘆竹藤,Flagellaria indica,,,,,
黃頂菊,Flaveria bidentis,,,,,
線葉黃頂菊,Flaveria linearis,,,,,
線葉佛來明豆,Flemingia lineata,,,,,
大葉佛來明豆;鏽毛千斤拔;寬葉千斤拔;雲南千斤拔,Flemingia macrophylla,,,,,
菲島佛來明豆,Flemingia macrophylla var. philippinensis,,,,,
菲島佛萊明豆,Flemingia prostrata,,,,,
佛來明豆,Flemingia strobilifera,,,,,
木斛;鬚唇暫花蘭,Flickingeria comata,,,,,
,Flickingeria pallens,,,,,
士富暫花蘭,Flickingeria parietiformis,,,,,
輻射暫花蘭,Flickingeria tairukounia,,,,,
淺黃暫花?,Flickingeria xantholeuca,,,,,
蔓蘘荷;聚花草,Floscopa scandens,,,,,
白飯樹,Flueggea suffruticosa,,,,,
密花白飯樹,Flueggea virosa,,,,,
茴香,Foeniculum vulgare,,,,,
圓實金柑,Fortunella japonica,,,,,
長實金柑;金棗,Fortunella margarita,,,,,
長壽金柑;壽星柑,Fortunella obovata,,,,,
臺灣草莓,Fragaria hayatai,,,,,
白雞油;光蠟樹,Fraxinus griffithii,,,,,
臺灣梣,Fraxinus insularis,,,,,
山露兜;山林投,Freycinetia formosana,,,,,
吊鐘花,Fuchsia hybrida,,,,,
毛三稜;毛芙蘭草,Fuirena ciliaris,,,,,
黑珠蒿;芙蘭草,Fuirena umbellata,,,,,
球果紫菫,Fumaria officinalis,,,,,
,Fumaria parviflora,,,,,
黃紋萬年麻;黃紋龍舌蘭,Furcraea foetida cv. Striata,,,,,
黑莎草,Gahnia tristis,,,,,
天人菊,Gaillardia pulchella,,,,,
田代氏乳豆;臺灣乳豆,Galactia tashiroi,,,,,
細花乳豆,Galactia tenuiflora var. tenuiflora,,,,,
毛細花乳豆,Galactia tenuiflora var. villosa,,,,,
小囊山珊瑚,Galeola falconeri,,,,,
山珊瑚;直立山珊瑚,Galeola lindleyana,,,,,
小米菊,Galinsoga parviflora,,,,,
粗毛小米菊,Galinsoga quadriradiata,,,,,
刺果豬殃殃,Galium echinocarpum,,,,,
圓葉豬殃殃;小紅參,Galium formosense,,,,,
福山氏豬殃殃,Galium fukuyamae,,,,,
琉球豬殃殃;四葉葎,Galium gracilens,,,,,
森氏豬殃殃,Galium morii,,,,,
南湖大山豬殃殃,Galium nankotaizanum,,,,,
??殃殃,Galium paradoxum,,,,,
豬殃殃,Galium spurium,,,,,
豬殃殃;八仙草,Galium spurium var. echinospermum,,,,,
豬殃殃,Galium spurium f. vaillantii,,,,,
臺灣豬殃殃,Galium taiwanense,,,,,
太魯閣豬殃殃,Galium tarokoense,,,,,
小葉四葉葎,Galium trifidum,,,,,
爪哇鳳果,Garcinia dulcis,,,,,
山鳳果,Garcinia hombroniana,,,,,
蘭嶼福木,Garcinia linii,,,,,
,Garcinia livingstonei,,,,,
鳳果,Garcinia mangostana,,,,,
福木,Garcinia multiflora,,,,,
菲島福木,Garcinia subelliptica,,,,,
蛋樹,Garcinia xanthochymus,,,,,
山黃梔,Gardenia jasminoides,,,,,
多花蓬萊葛,Gardneria multiflora,,,,,
垂花蓬萊葛,Gardneria nutans,,,,,
銳穎葛氏草;三芒耳稃草,Garnotia acutigluma,,,,,
緣毛松蘭,Gastrochilus ciliaris,,,,,
臺灣松蘭,Gastrochilus formosanus,,,,,
紅斑松蘭,Gastrochilus fuscopunctatus,,,,,
何氏松蘭,Gastrochilus hoii,,,,,
黃松蘭,Gastrochilus japonicus,,,,,
金松蘭,Gastrochilus linii,,,,,
寬唇松蘭,Gastrochilus matsudae,,,,,
,Gastrochilus matsuran,,,,,
合歡松蘭,Gastrochilus rantabunensis,,,,,
紅檜松蘭,Gastrochilus raraensis,,,,,
白赤箭,Gastrodia albida,,,,,
無蕊喙赤箭,Gastrodia appendiculata,,,,,
緋赤箭,Gastrodia callosa,,,,,
閉花赤箭,Gastrodia clausa,,,,,
八代赤箭,Gastrodia confusa,,,,,
擬八代赤箭,Gastrodia confusoides,,,,,
高赤箭,Gastrodia elata,,,,,
夏赤箭,Gastrodia flavilabella,,,,,
摺柱赤箭,Gastrodia flexistyla,,,,,
春赤箭,Gastrodia fontinalis,,,,,
細赤箭;山赤箭,Gastrodia gracilis,,,,,
爪哇赤箭,Gastrodia javanica,,,,,
日本赤箭,Gastrodia nipponica,,,,,
秋赤箭;北插天山赤箭,Gastrodia peichatieniana,,,,,
冬赤箭;冬天麻,Gastrodia pubilabiata,,,,,
清水氏赤箭,Gastrodia shimizuana,,,,,
蘇氏赤箭,Gastrodia sui,,,,,
短柱赤箭,Gastrodia theana,,,,,
烏來赤箭,Gastrodia uraiensis,,,,,
白珠樹;冬青油樹,Gaultheria cumingiana,,,,,
高山白珠樹,Gaultheria itoana,,,,,
小駁骨丹,Gendarussa vulgaris,,,,,
偽木荔枝,Geniostoma rupestre,,,,,
阿里山龍膽,Gentiana arisanensis,,,,,
竹林龍膽,Gentiana bambuseti,,,,,
臺灣龍膽,Gentiana davidii var. formosana,,,,,
黃斑龍膽,Gentiana flavo-maculata var. flavo-maculata,,,,,
鴛鴦湖龍膽,Gentiana flavomaculata var. yuanyanghuensis,,,,,
高山龍膽,Gentiana horaimontana,,,,,
伊澤山龍膽,Gentiana itzershanensis,,,,,
高雄龍膽,Gentiana kaohsiungensis,,,,,
,Gentiana loureiroi,,,,,
黑斑龍膽,Gentiana scabrida var. punctulata,,,,,
玉山龍膽,Gentiana scabrida var. scabrida,,,,,
太魯閣龍膽,Gentiana tarokoensis,,,,,
塔塔加龍膽,Gentiana tatakensis,,,,,
厚葉龍膽,Gentiana tentyoensis,,,,,
臺東龍膽,Gentiana tenuissima,,,,,
垂頭地寶蘭,Geodorum densiflorum,,,,,
苞花蔓,Geophila herbacea,,,,,
野老鸛草,Geranium carolinianum,,,,,
單花牻牛兒苗,Geranium hayatanum,,,,,
柔毛牻牛兒苗,Geranium molle,,,,,
牻牛兒苗;中日老鸛草,Geranium nepalense subsp. thunbergii,,,,,
小花尨牛兒苗,Geranium pusillum,,,,,
漢紅魚腥草,Geranium robertianum,,,,,
山牻牛兒苗,Geranium suzukii,,,,,
老鸛草,Geranium wilfordii,,,,,
大丁草,Gerbera anandria,,,,,
,Geum japonicum,,,,,
,Gibasis pellucida,,,,,
菲律賓巨草竹,Gigantochloa aspera,,,,,
銀杏,Ginkgo biloba,,,,,
蠍子草,Girardinia diversifolia,,,,,
唐菖蒲,Gladiolus gandavensis,,,,,
金錢薄荷;大馬蹄草,Glechoma hederacea var. grandis,,,,,
恆春皂莢;華南皂莢,Gleditsia rolfei,,,,,
濱防風,Glehnia littoralis,,,,,
虎咬?;星毛粟米草,Glinus lotoides,,,,,
假繁縷,Glinus oppositifolius,,,,,
,Glochidion chademenosocarpum,,,,,
高士佛饅頭果,Glochidion kusukusense,,,,,
卵葉饅頭果,Glochidion ovalifolium,,,,,
菲律賓饅頭果,Glochidion philippicum,,,,,
紅毛饅頭果,Glochidion puberum,,,,,
細葉饅頭果,Glochidion rubrum,,,,,
裏白饅頭果,Glochidion triandrum,,,,,
錫蘭饅頭果,Glochidion zeylanicum,,,,,
披針葉饅頭果;披針葉算盤子,Glochidion zeylanicum var. lanceolatum,,,,,
赤血仔;厚葉算盤子,Glochidion zeylanicum var. tomentosum,,,,,
香茹;鹿角草,Glossocardia bidens,,,,,
,Glossocardia obesa,,,,,
假鼠婦草,Glyceria leptolepis,,,,,
扁豆莢大豆,Glycine dolichocarpa,,,,,
大豆;毛豆;野大豆,Glycine max,,,,,
臺灣大豆,Glycine max subsp. formosana,,,,,
澎湖大豆,Glycine tabacina,,,,,
闊葉大豆,Glycine tomentella,,,,,
石苓舅;小花山小橘,Glycosmis citrifolia,,,,,
山桔,Glycosmis parviflora,,,,,
長果山桔,Glycosmis parviflora var. erythrocarpa,,,,,
紅面番,Gnaphalium adnatum,,,,,
直莖鼠麴草,Gnaphalium calviceps,,,,,
假秋鼠麴草,Gnaphalium hypoleucum var. amoyense,,,,,
秋鼠麴草,Gnaphalium hypoleucum var. hypoleucum,,,,,
分枝鼠麴草,Gnaphalium involucratum var. ramosum,,,,,
細葉鼠麴草,Gnaphalium involucratum var. simplex,,,,,
父子草;天青地白,Gnaphalium japonicum,,,,,
鼠麴草,Gnaphalium luteoalbum subsp. affine,,,,,
絲綿草,Gnaphalium luteoalbum subsp. luteoalbum,,,,,
匙葉鼠麴草,Gnaphalium pensylvanicum,,,,,
多莖鼠麴舅,Gnaphalium polycaulon,,,,,
鼠麴舅,Gnaphalium purpureum,,,,,
裏白鼠麴草,Gnaphalium spicatum,,,,,
呂宋毛蕊木,Gomphandra luzoniensis,,,,,
臺灣錐花;紫珠葉千日紅;楔冠草,Gomphostemma callicarpoides,,,,,
假千日紅,Gomphrena celosioides,,,,,
千日紅,Gomphrena globosa,,,,,
恒春哥納香,Goniothalamus amuyon,,,,,
柿葉茶茱萸,Gonocaryum calleryanum,,,,,
糯米團,Gonostegia hirta,,,,,
小葉石薯,Gonostegia matsudae,,,,,
五蕊石薯,Gonostegia pentandra,,,,,
阿里山斑葉蘭,Goodyera arisanensis,,,,,
大花斑葉蘭,Goodyera biflora,,,,,
波密斑葉蘭,Goodyera bomiensis,,,,,
大武斑葉蘭,Goodyera daibuzanensis,,,,,
厚唇斑葉蘭,Goodyera foliosa,,,,,
尾唇斑葉蘭,Goodyera fumata,,,,,
毛苞斑葉蘭;雅致斑葉蘭,Goodyera grandis,,,,,
花格斑葉蘭,Goodyera kwangtungensis,,,,,
銀線蓮;白網脈斑葉蘭,Goodyera matsumurana,,,,,
短穗斑葉蘭,Goodyera maximowicziana,,,,,
南湖斑葉蘭,Goodyera nankoensis,,,,,
垂葉斑葉蘭,Goodyera pendula,,,,,
穗花斑葉蘭,Goodyera procera,,,,,
南投斑葉蘭;大葉火燒蘭,Goodyera repens,,,,,
滇藏斑葉蘭,Goodyera robusta,,,,,
斑葉蘭,Goodyera schlechtendaliana,,,,,
哥綠懷蘭,Goodyera seikoomontana,,,,,
鳥嘴蓮,Goodyera velutina,,,,,
斑紋鳥嘴?,Goodyera velutina var. albo-nervosa,,,,,
綠花斑葉蘭,Goodyera viridiflora,,,,,
蘭嶼金銀草,Goodyera yamiana,,,,,
小小班葉蘭,Goodyera yangmeishanensis,,,,,
烷源戈登氏菌,Gordonia alkanivorans,,,,,
,Gordonia amarae,,,,,
和善戈登氏菌,Gordonia amicalis,,,,,
,Gordonia araii,,,,,
大頭茶,Gordonia axillaris,,,,,
,Gordonia bronchialis,,,,,
,Gordonia cholesterolivorans,,,,,
披發戈登氏菌,Gordonia hirsuta,,,,,
,Gordonia humi,,,,,
,Gordonia hydrophobica,,,,,
,Gordonia lacunae,,,,,
污水戈登氏菌,Gordonia malaquae,,,,,
納米比亞戈登氏菌,Gordonia namibiensis,,,,,
,Gordonia paraffinivorans,,,,,
,Gordonia rubripertincta,,,,,
土壤戈登氏菌,Gordonia soli,,,,,
臺式戈登氏菌,Gordonia terrae,,,,,
,Gordonia westfalica,,,,,
海島棉,Gossypium baradense,,,,,
草棉,Gossypium herbaceum,,,,,
陸地棉,Gossypium hirsutum,,,,,
線球菊;田基黃;芫荽菊,Grangea maderaspatana,,,,,
,Grevillea robusta,,,,,
茼麻葉捕魚木,Grewia abutilifolia,,,,,
厚葉捕魚木,Grewia biloba,,,,,
大葉捕魚木,Grewia eriocarpa,,,,,
小葉捕魚木,Grewia piscatorum,,,,,
菱葉捕魚木,Grewia rhombifolia,,,,,
葛塔德木;欖仁舅,Guettarda speciosa,,,,,
小油菊,Guizotia abyssinica,,,,,
武靴藤,Gymnema sylvestre,,,,,
光冠水菊;光葉水菊,Gymnocoronis spilanthoides,,,,,
裸瓣瓜,Gymnopetalum chinense,,,,,
小水玉簪,Gymnosiphon aphyllus,,,,,
絞股藍,Gynostemma pentaphyllum,,,,,
紅鳳菜,Gynura bicolor,,,,,
白鳳菜,Gynura divaricata subsp. formosana,,,,,
蘭嶼木耳菜,Gynura elliptica,,,,,
黃花三七草,Gynura japonica,,,,,
宿根滿天星,Gypsophila paniculata,,,,,
玉蜂蘭,Habenaria ciliolaris,,,,,
白鳳蘭;齒片玉鳳花,Habenaria dentata,,,,,
,Habenaria flagellifera,,,,,
岩坡玉鳳蘭,Habenaria iyoensis,,,,,
,Habenaria lacertifera,,,,,
長穗玉鳳蘭,Habenaria longiracema,,,,,
叉瓣玉鳳蘭,Habenaria pantlingiana,,,,,
毛唇玉鳳蘭,Habenaria petelotii,,,,,
裂瓣玉鳳蘭,Habenaria polytricha,,,,,
狹辦玉鳳蘭,Habenaria stenopetala,,,,,
蔡氏玉鳳蘭,Habenaria tsaiana,,,,,
亥氏草;球穗草,Hackelochloa granularis,,,,,
墨水樹,Haematoxylum campechianum,,,,,
線葉二藥藻,Halodule pinifolia,,,,,
單脈二藥藻,Halodule uninervis,,,,,
貝氏鹽藻,Halophila beccarii,,,,,
毛葉鹽藻,Halophila decipiens,,,,,
卵葉鹽藻,Halophila euphlebia,,,,,
卵葉鹽藻,Halophila ovalis,,,,,
黃花小二仙草,Haloragis chinensis,,,,,
小二仙草,Haloragis micrantha,,,,,
漢考克蘭,Hancockia uniflora,,,,,
香蘭,Haraella retrocalla,,,,,
全唇早田蘭,Hayata merrillii,,,,,
裂唇早田蘭,Hayata tabiyahanensis,,,,,
常春藤,Hedera helix,,,,,
臺灣常春藤;土鼓藤;臺灣菱葉常春藤,Hedera rhombea var. formosana,,,,,
穗花山奈;野薑花;草果藥,Hedychium coronarium,,,,,
雙花耳草,Hedyotis biflora,,,,,
擬定經草,Hedyotis brachypoda,,,,,
臭涼喉茶,Hedyotis butensis,,,,,
金毛耳草,Hedyotis chrysotricha,,,,,
繖花龍吐珠;定經草;珠仔草,Hedyotis corymbosa,,,,,
定經草;珠仔草,Hedyotis diffusa,,,,,
南投涼喉茶;牛白藤,Hedyotis hedyotidea,,,,,
,Hedyotis koana,,,,,
松葉耳草,Hedyotis pinifolia,,,,,
脈耳草;肉葉耳草;單花耳草,Hedyotis strigulosa var. parvifolia,,,,,
纖花耳草;細葉龍吐珠;豐花草,Hedyotis tenelliflora,,,,,
長節耳草;狗骨消,Hedyotis uncinella,,,,,
粗葉耳草,Hedyotis verticillata,,,,,
向日葵,Helianthus annuus,,,,,
瓜葉向日葵,Helianthus debilis subsp. cucumerifolius,,,,,
麥稈菊,Helichrysum bracteatum,,,,,
紅葉樹,Helicia cochinchinensis,,,,,
山龍眼;山枇杷;菜甫筋,Helicia formosana,,,,,
蓮花池山龍眼,Helicia rengetiensis,,,,,
豔紅赫蕉,Heliconia psittacorum,,,,,
山芝麻,Helicteres augustifolia,,,,,
冷杉異燕麥,Helictotrichon abietetorum,,,,,
,Heliotropium foertherianum,,,,,
山豆根;臺灣天芹菜,Heliotropium formosanum,,,,,
狗尾草,Heliotropium indicum,,,,,
伏毛天芹菜,Heliotropium procumbens var. depressum,,,,,
細葉天芥菜,Heliotropium strigosum,,,,,
臺灣胡麻花;胡麻花,Helonias umbellata,,,,,
臺灣青莢葉,Helwingia japonica subsp. taiwaniana,,,,,
扁穗牛鞭草,Hemarthria compressa,,,,,
橙萱,Hemerocallis aurantiaca,,,,,
萱草,Hemerocallis fulva,,,,,
臺灣半蒴苣苔;角桐草,Hemiboea bicornuta,,,,,
擬鴨舌?舅,Hemidiodia ocimifolia,,,,,
直立半插花,Hemigraphis cumingiana,,,,,
恆春半插花,Hemigraphis primulifolia,,,,,
匍匐半插花,Hemigraphis reptans,,,,,
腰只花,Hemiphragma heterophyllum,,,,,
玉山一葉蘭;舌喙蘭,Hemipilia cordifolia,,,,,
泥胡菜;喜林風毛菊,Hemisteptia lyrata,,,,,
銀葉樹,Heritiera littoralis,,,,,
細葉零餘子草;腳根蘭,Herminium lanceum,,,,,
蓮葉桐,Hernandia nymphaeifolia,,,,,
圓唇伴蘭,Hetaeria biloba,,,,,
長橢圓葉伴蘭,Hetaeria oblongifolia,,,,,
濱狗娃花,Heteropappus hispidus subsp. arenarius,,,,,
黃茅,Heteropogon contortus,,,,,
臺灣黃精,Heteropolygonatum altelobatum,,,,,
短柱肖菝?;雲南肖菝?,Heterosmilax yunnanensis,,,,,
布朗藤,Heterostemma brownii,,,,,
巴西橡膠樹,Hevea brasiliensis,,,,,
吊鐘藤,Hewittia malabarica,,,,,
糙葉木槿,Hibiscus asper,,,,,
洋麻;鐘麻,Hibiscus cannabinus,,,,,
,Hibiscus makinoi,,,,,
木芙蓉,Hibiscus mutabilis,,,,,
朱槿,Hibiscus rosa-sinensis,,,,,
洛神葵,Hibiscus sabdariffa,,,,,
,Hibiscus schizopetalus,,,,,
刺芙蓉,Hibiscus surattensis,,,,,
木槿,Hibiscus syriacus,,,,,
山芙蓉,Hibiscus taiwanensis,,,,,
黃槿,Hibiscus tiliaceus,,,,,
森氏山柳菊,Hieracium morii,,,,,
孤挺花,Hippeastrum equestre,,,,,
馬醉草;許氏草,Hippobroma longiflora,,,,,
猿尾藤,Hiptage benghalensis,,,,,
止瀉木,Holarrhena pubescens,,,,,
,Holcoglossum pumilum,,,,,
撬唇蘭,Holcoglossum quasipinifolium,,,,,
絨毛草,Holcus lanatus,,,,,
圓葉血桐,Homalanthus fastuosus,,,,,
天料木,Homalium cochinchinensis,,,,,
基隆扁葉芋,Homalomena kelungensis,,,,,
菲律賓扁葉芋,Homalomena philippinensis,,,,,
心葉春雪芋,Homalomena rubescens,,,,,
水楊梅,Homonoia riparia,,,,,
大麥;二棱大麥,Hordeum vulgare,,,,,
蕺菜;臭腥草;魚腥草,Houttuynia cordata,,,,,
毬蘭,Hoya carnosa,,,,,
心葉毬蘭,Hoya kerrii,,,,,
葎草,Humulus scandens,,,,,
鼠鞭草,Hybanthus enneaspermus,,,,,
狹瓣八仙花,Hydrangea angustipetala,,,,,
藤繡球,Hydrangea anomala,,,,,
高山藤繡球,Hydrangea aspera,,,,,
華八仙,Hydrangea chinensis,,,,,
臺灣草紫陽花,Hydrangea densifolia,,,,,
大枝掛繡球,Hydrangea integrifolia,,,,,
長葉繡球,Hydrangea longifolia,,,,,
繡球花,Hydrangea macrophylla,,,,,
水亞木,Hydrangea paniculata,,,,,
,Hydrangea taiwaniana,,,,,
水王孫,Hydrilla verticillata,,,,,
水虌,Hydrocharis dubia,,,,,
水金英,Hydrocleys nymphoides,,,,,
臺灣天胡荽,Hydrocotyle batrachium,,,,,
菲島天胡荽,Hydrocotyle benguetensis,,,,,
毛天胡荽,Hydrocotyle dichondroides,,,,,
基隆天胡荽,Hydrocotyle keelungensis,,,,,
香菇草;白花天胡荽,Hydrocotyle leucocephala,,,,,
乞食碗,Hydrocotyle nepalensis,,,,,
阿里山天胡荽,Hydrocotyle setulosa,,,,,
天胡荽,Hydrocotyle sibthorpioides,,,,,
,Hydrocotyle verticillata,,,,,
野天胡荽,Hydrocotyle vulgaris,,,,,
探芹草,Hydrolea zeylanica,,,,,
繖花水蓑衣,Hygrophila corymbosa,,,,,
異葉水蓑衣,Hygrophila difformis,,,,,
水蓑衣,Hygrophila lancea,,,,,
大安水蓑衣,Hygrophila pogonocalyx,,,,,
小獅子草,Hygrophila polysperma,,,,,
柳葉水蓑衣,Hygrophila salicifolia,,,,,
刻脈水蓑衣,Hygrophila stricta,,,,,
水禾,Hygroryza aristata,,,,,
菱葉山螞蝗,Hylodesmum densum,,,,,
琉球山螞蝗,Hylodesmum laterale,,,,,
細梗山螞蝗,Hylodesmum leptopus,,,,,
圓菱葉山螞蝗,Hylodesmum podocarpum,,,,,
小山螞蝗,Hylodesmum podocarpum subsp. oxyphyllum,,,,,
蘭嶼袋唇蘭,Hylophila nipponica,,,,,
穗花八寶,Hylotelephium subcapitatum,,,,,
膜稃草,Hymenachne pseudointerrupta,,,,,
螫蟹百合,Hymenocallis speciosa,,,,,
紅鞘草,Hyparrhenia hirta,,,,,
連翹;湖南連翹;黃海棠,Hypericum ascyron,,,,,
小連翹,Hypericum erectum,,,,,
臺灣金絲桃,Hypericum formosanum,,,,,
雙花金絲桃,Hypericum geminiflorum,,,,,
雙花金絲桃,Hypericum geminiflorum var. geminiflorum,,,,,
小雙花金絲桃,Hypericum geminiflorum var. simplicistylum,,,,,
細葉金絲桃,Hypericum gramineum,,,,,
地耳草;小還魂,Hypericum japonicum,,,,,
金絲桃;金線海棠,Hypericum monogynum,,,,,
玉山金絲桃,Hypericum nagasawae,,,,,
清水金絲桃,Hypericum nakamurae,,,,,
能高金絲桃,Hypericum nokoense,,,,,
金絲梅;芒種花;雲南連翹,Hypericum patulum,,,,,
元寶草;大還魂,Hypericum sampsonii,,,,,
方莖金絲桃,Hypericum subalatum,,,,,
短柄金絲桃,Hypericum taihezanense,,,,,
智利貓耳菊,Hypochaeris chillensis,,,,,
光貓兒菊,Hypochaeris glabra,,,,,
白花貓耳菊,Hypochaeris microcephala var. albiflora,,,,,
貓兒菊,Hypochaeris radicata,,,,,
槍刀菜,Hypoestes cumingiana,,,,,
六角英,Hypoestes purpurea,,,,,
嫣紅蔓,Hypoestes sanguinolenta,,,,,
割雞芒;臺灣割雞,Hypolytrum nemorum,,,,,
小金梅葉;小金梅草,Hypoxis aurea,,,,,
短柄香苦草,Hyptis brevipes,,,,,
櫛穗香苦草,Hyptis pectinata,,,,,
頭花香苦草;白冇骨消,Hyptis rhomboides,,,,,
穗花香苦草,Hyptis spicigera,,,,,
香苦草;山香;假走馬風;狗母蘇,Hyptis suaveolens,,,,,
距花黍,Ichnanthus pallens var. major,,,,,
山桐子,Idesia polycarpa,,,,,
阿里山冬青,Ilex arisanensis,,,,,
燈稱花;梅葉冬青;烏雞骨;燈秤花;萬點全,Ilex asprella,,,,,
苗栗冬青,Ilex bioritsensis,,,,,
革葉冬青,Ilex cochinchinensis,,,,,
假黃楊,Ilex crenata,,,,,
臺灣糊樗,Ilex ficoidea,,,,,
糊樗,Ilex formosana,,,,,
圓葉冬青,Ilex goshiensis,,,,,
早田氏冬青,Ilex hayataiana,,,,,
全緣葉冬青,Ilex integra,,,,,
草野氏冬青,Ilex kusanoi,,,,,
忍冬葉冬青,Ilex lonicerifolia,,,,,
松田氏冬青,Ilex lonicerifolia var. matsudai,,,,,
倒卵葉冬青;金平氏冬青,Ilex maximowicziana,,,,,
朱紅水木,Ilex micrococca,,,,,
刻脈冬青,Ilex pedunculosa,,,,,
密毛假黃楊,Ilex pubescens,,,,,
拉拉山冬青,Ilex rarasanensis,,,,,
鐵冬青,Ilex rotunda,,,,,
太平山冬青,Ilex sugerokii var. brevipedunculata,,,,,
鈴木冬青,Ilex suzukii,,,,,
雪山冬青,Ilex tugitakayamensis,,,,,
烏來冬青,Ilex uraiensis,,,,,
雲南冬青,Ilex yunnanensis var. parvifolia,,,,,
白花八角,Illicium anisatum,,,,,
臺灣八角,Illicium arborescens,,,,,
東亞八角,Illicium tashiroi,,,,,
呂宋青藤,Illigera luzonensis,,,,,
鳳仙花,Impatiens balsamina,,,,,
棣慕華鳳仙花,Impatiens devolii,,,,,
新幾內亞鳳仙,Impatiens hawkeri,,,,,
黃花鳳仙花,Impatiens tayemonii,,,,,
紫花鳳仙花,Impatiens uniflora,,,,,
非洲鳳仙花;玻璃翠;矮鳳仙;指甲花;勿碰我;急性子,Impatiens walleriana,,,,,
白茅;大白茅,Imperata cylindrica var. major,,,,,
貓鼻頭木藍,Indigofera byobiensis,,,,,
假大青藍,Indigofera galegoides,,,,,
腺葉木藍,Indigofera glandulifera,,,,,
毛木藍,Indigofera hirsuta,,,,,
